HAGRID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Common name	Female maturity (days)	Male maturity (days)	Gestation/Incubation (days)	Weaning (days)	Litter/Clutch size	Litters/Clutches per year	Inter-litter/Interbirth interval	Birth weight (g)	Weaning weight (g)	Adult weight (g)	Growth rate (1/days)	Maximum longevity (yrs)	Source	Specimen origin	Sample size	Data quality	IMR (per yr)	MRDT (yrs)	Metabolic rate (W)	Body mass (g)	Temperature (K)	References
00661	Animalia	Chordata	Aves	Galliformes	Cracidae	Crax	rubra	Great curassow										4133		24	1	captivity	medium	acceptable						1,820
00662	Animalia	Chordata	Aves	Galliformes	Cracidae	Mitu	tuberosum	Razor-billed curassow										2813		23	1	captivity	small	acceptable						1,820
00663	Animalia	Chordata	Aves	Galliformes	Cracidae	Ortalis	vetula	Plain chachalaca	365	365	23		3	2				495.5		8.8	427	wild	medium	acceptable						427,444,445
00664	Animalia	Chordata	Aves	Galliformes	Megapodiidae	Alectura	lathami	Australian brushturkey, or Brush turkey										2340	0.03	12.5	2	unknown	medium	acceptable	0.05	3.3				2,732,820
00665	Animalia	Chordata	Aves	Galliformes	Megapodiidae	Leipoa	ocellata	Malleefowl										1867.5		5.1	1305	wild	small	acceptable						1305,1308
00666	Animalia	Chordata	Aves	Galliformes	Megapodiidae	Macrocephalon	maleo	Maleo										1564		23	1	captivity	medium	acceptable						1,820
00667	Animalia	Chordata	Aves	Galliformes	Numididae	Numida	meleagris	Helmeted guineafowl			27		9					1299				unknown	medium	low						820
00668	Animalia	Chordata	Aves	Galliformes	Odontophoridae	Callipepla	californica	California quail	274	274	22		14	1		6		138		9.6		unknown	medium	acceptable						444,445
00669	Animalia	Chordata	Aves	Galliformes	Odontophoridae	Callipepla	gambelii	Gambel's quail	365	365	22		11	1				166		7.4	576	wild	medium	acceptable			0.755	126.1		435,444,445,576,820
00670	Animalia	Chordata	Aves	Galliformes	Odontophoridae	Colinus	virginianus	Northern bobwhite	365	365	23		15	1.5				194		6.4	445	wild	medium	acceptable						437,444,445
00671	Animalia	Chordata	Aves	Galliformes	Phasianidae	Alectoris	rufa	Red-legged partridge	363									528		6.2	575	captivity	medium	acceptable						575,820,1308
00672	Animalia	Chordata	Aves	Galliformes	Phasianidae	Bonasa	umbellus	Ruffed grouse	120	120	24		11	1		12		532	0.068	11		unknown	medium	acceptable	0.55		2.3894	644		435,437,444,445,732,820
00673	Animalia	Chordata	Aves	Galliformes	Phasianidae	Centrocercus	urophasianus	Sage grouse	365	365	26		7	1		30.5		1929.5		7		unknown	medium	acceptable						444,445
00674	Animalia	Chordata	Aves	Galliformes	Phasianidae	Chrysolophus	amherstiae	Lady Amherst's pheasant	363		24							738		19.6	986	captivity	medium	acceptable						986,1308
00675	Animalia	Chordata	Aves	Galliformes	Phasianidae	Chrysolophus	pictus	Golden pheasant	365	365	22		10					625		13.4	986	captivity	large	questionable						986,987
00676	Animalia	Chordata	Aves	Galliformes	Phasianidae	Coturnix	chinensis	King quail										45		5	952	unknown	medium	questionable						952
00677	Animalia	Chordata	Aves	Galliformes	Phasianidae	Coturnix	coturnix	Common quail	365	365								96.5	0.102	14.6	450	wild	medium	acceptable			0.891	97		450,510,729,732,820
00678	Animalia	Chordata	Aves	Galliformes	Phasianidae	Coturnix	japonica	Japanese quail	63	52	17							115	0.111	6		unknown	medium	acceptable	0.07	1.2				2,28,62,217,218,219,220,221,222,223,224,225,226,227,228,229,288,471,519,694,725,732,797
00679	Animalia	Chordata	Aves	Galliformes	Phasianidae	Coturnix	pectoralis	Stubble quail										100.975		4.2	1305	wild	medium	acceptable						1305,1308
00680	Animalia	Chordata	Aves	Galliformes	Phasianidae	Coturnix	ypsilophora	Brown quail										107.5		4	1305	wild	tiny	acceptable						1305,1308
00681	Animalia	Chordata	Aves	Galliformes	Phasianidae	Dendragapus	obscurus	Blue grouse	365	365	26		8	1		22.6		1058.5	0.078	14	1	wild	medium	acceptable			4.957	1131		1,435,444,445,732,820
00682	Animalia	Chordata	Aves	Galliformes	Phasianidae	Falcipennis	canadensis	Spruce grouse	365	365	20		5			15		417.3	0.08	13	1	wild	medium	acceptable						1,440,445,732
00683	Animalia	Chordata	Aves	Galliformes	Phasianidae	Francolinus	francolinus	Black francolin			19		7	2		12.5		453		7	445	wild	medium	acceptable						445
00684	Animalia	Chordata	Aves	Galliformes	Phasianidae	Francolinus	pondicerianus	Grey francolin			18		7.5	2.5				334		8	445	wild	medium	acceptable						445
00685	Animalia	Chordata	Aves	Galliformes	Phasianidae	Gallus	gallus	Red junglefowl										779.8	0.037	30	1	captivity	large	acceptable			6.005	2710		1,80,135,136,137,138,139,435,607,732,820,870
00686	Animalia	Chordata	Aves	Galliformes	Phasianidae	Lagopus	lagopus	Willow ptarmigan	365	365	21		6	1		14.72		595.875	0.101	9	450	wild	small	acceptable			2.872	567		444,445,450,510,729,732
00687	Animalia	Chordata	Aves	Galliformes	Phasianidae	Lagopus	leucura	White-tailed ptarmigan	545	365	23		6	1		12.9		326		15	1	wild	small	acceptable						1,444,445,1308
00688	Animalia	Chordata	Aves	Galliformes	Phasianidae	Lagopus	muta	Rock ptarmigan	363									535.5		11.7	0450	wild	small	acceptable						450,820,1308
00689	Animalia	Chordata	Aves	Galliformes	Phasianidae	Lyrurus	tetrix	Eurasian black grouse	365	365								1079	0.068	12.2	450	wild	medium	acceptable						450,729,732,1143
00690	Animalia	Chordata	Aves	Galliformes	Phasianidae	Meleagris	gallopavo	Wild turkey	304	365	28		11	1		47		6050	0.023	13	1	wild	medium	acceptable						1,288,437,444,445,732,820
00691	Animalia	Chordata	Aves	Galliformes	Phasianidae	Pavo	cristatus	Indian peafowl	730	730	29		5			120		4200	0.03	23.2	575	captivity	large	acceptable	0.06	2.2				2,438,445,575,732
00692	Animalia	Chordata	Aves	Galliformes	Phasianidae	Perdix	perdix	Grey partridge	365	365	24		16			10		492	0.092	5.2	1	wild	medium	acceptable			2.1783	501		1,425,444,445,729,732
00693	Animalia	Chordata	Aves	Galliformes	Phasianidae	Phasianus	colchicus	Common pheasant	240	240	24		11	1		18.5		1094.8	0.043	27	575	captivity	large	high						61,437,444,445,575,732
00694	Animalia	Chordata	Aves	Galliformes	Phasianidae	Polyplectron	napoleonis	Palawan peacock-pheasant	730	365	19		2					550		15	448	unknown	medium	acceptable						448
00695	Animalia	Chordata	Aves	Galliformes	Phasianidae	Syrmaticus	reevesii	Reeves's pheasant										1239		9.2	2	unknown	medium	acceptable	0.02	1.6				2,820
00696	Animalia	Chordata	Aves	Galliformes	Phasianidae	Tetrao	urogallus	Western capercaillie	1095	1095								2950	0.066	18	1	captivity	medium	acceptable			11.816	4010		1,510,729,732,820
00697	Animalia	Chordata	Aves	Galliformes	Phasianidae	Tetrastes	bonasia	Hazel grouse	363									429	0.084	7.2	450	wild	medium	acceptable						450,732,820,1308
00698	Animalia	Chordata	Aves	Galliformes	Phasianidae	Tympanuchus	cupido	Greater prairie chicken	365	183	23		13	1		11.5		908		5		unknown	medium	acceptable						437,444,445
00699	Animalia	Chordata	Aves	Galliformes	Phasianidae	Tympanuchus	pallidicinctus	Lesser prairie chicken	365	183	23		11	1				794.5		13.5	576	wild	small	acceptable						437,444,445,576
00700	Animalia	Chordata	Aves	Galliformes	Phasianidae	Tympanuchus	phasianellus	Sharp-tailed grouse	180	180	23		12	1		12.8		908	0.064	7.5		unknown	medium	acceptable						437,444,445,732
00701	Animalia	Chordata	Aves	Gaviiformes	Gaviidae	Gavia	adamsii	Yellow-billed loon	1095	1095			2					5050				unknown	small	low						427,445
00702	Animalia	Chordata	Aves	Gaviiformes	Gaviidae	Gavia	arctica	Black-throated diver	1095	1095	29		1.74	2		72.33		2724		28	1	wild	medium	acceptable						1,444,445,729
00703	Animalia	Chordata	Aves	Gaviiformes	Gaviidae	Gavia	immer	Great northern diver	1461	1461	28		2	1		93.9		3405		24.1	427	wild	medium	acceptable						427,440,444,445,1344
00704	Animalia	Chordata	Aves	Gaviiformes	Gaviidae	Gavia	stellata	Red-throated diver	1095	1095	28		2	1		54.8		1816		24	553	unknown	medium	acceptable						444,445,553,729
00705	Animalia	Chordata	Aves	Gruiformes	Gruidae	Anthropoides	virgo	Demoiselle crane	730	730	28		2					2400	0.084	27	448	captivity	large	high						448,732
00706	Animalia	Chordata	Aves	Gruiformes	Gruidae	Balearica	regulorum	Grey crowned crane	1095	1095	30							3372		27.2	986	captivity	large	acceptable						986
00707	Animalia	Chordata	Aves	Gruiformes	Gruidae	Grus	americana	Whooping crane	1460	1460	31		2			150		7500	0.072	40	445	captivity	medium	acceptable						316,437,444,445,732
00708	Animalia	Chordata	Aves	Gruiformes	Gruidae	Grus	antigone	Sarus crane	1817		32							8663		41.8	986	captivity	medium	acceptable						986,1308
00709	Animalia	Chordata	Aves	Gruiformes	Gruidae	Grus	canadensis	Sandhill crane	1095	1095	29		2	1		114.2		3890	0.047	36.6	427	wild	medium	acceptable						61,427,437,444,445,732
00710	Animalia	Chordata	Aves	Gruiformes	Gruidae	Grus	grus	Common crane	1825	1825								5500	0.054	43	444	wild	medium	acceptable						444,729,732,820
00711	Animalia	Chordata	Aves	Gruiformes	Gruidae	Grus	japonensis	Red-crowned crane	1095	1095	31		2					8500	0.049	25.2	575	captivity	medium	acceptable						438,575,732
00712	Animalia	Chordata	Aves	Gruiformes	Gruidae	Grus	leucogeranus	Siberian crane	2181									5931	0.074	36.2	575	captivity	medium	acceptable						575,732,820,1308
00713	Animalia	Chordata	Aves	Gruiformes	Gruidae	Grus	monacha	Hooded crane	1040	1040								3700	0.066	24	575	captivity	small	acceptable						448,575,732
00714	Animalia	Chordata	Aves	Gruiformes	Gruidae	Grus	rubicunda	Brolga	1363									6250.5		33	575	captivity	medium	acceptable						575,820,1308
00715	Animalia	Chordata	Aves	Gruiformes	Gruidae	Grus	vipio	White-naped crane	1095	1095	31		2					5400	0.057	45	448	captivity	medium	acceptable						448,732
00716	Animalia	Chordata	Aves	Gruiformes	Rallidae	Fulica	americana	American coot	365	365	23		10	2		20.5		450.8	0.06	22.3	577	wild	large	acceptable						444,445,577,732
00717	Animalia	Chordata	Aves	Gruiformes	Rallidae	Fulica	atra	Eurasian coot, or Coot	365	365								734.3	0.174	20.6	450	wild	medium	acceptable			2.039	412		444,450,510,729,732,820,972
00718	Animalia	Chordata	Aves	Gruiformes	Rallidae	Gallinula	chloropus	Common moorhen	365	365	19		9	2		11.3		392		18.6	450	wild	medium	acceptable						444,445,450,729
00719	Animalia	Chordata	Aves	Gruiformes	Rallidae	Gallinula	tenebrosa	Dusky moorhen										531.5		13.9	1305	wild	medium	acceptable						1305,1308
00720	Animalia	Chordata	Aves	Gruiformes	Rallidae	Gallirallus	australis	Weka	363									899.3		13.8	575	captivity	small	acceptable						575,820,1308
00721	Animalia	Chordata	Aves	Gruiformes	Rallidae	Gallirallus	philippensis	Buff-banded rail										208.75				unknown	small	low						1305,1308
00722	Animalia	Chordata	Aves	Gruiformes	Rallidae	Gallirallus	sylvestris	Lord howe woodhen										496		15.1	1305	wild	large	acceptable						1305,1308
00723	Animalia	Chordata	Aves	Gruiformes	Rallidae	Porphyrio	porphyrio	Purple swamphen		1096								850		8.4	1305	wild	small	acceptable						1305,1308
00724	Animalia	Chordata	Aves	Gruiformes	Rallidae	Porzana	tabuensis	Spotless crake										45.5				unknown	small	low						1305,1308
00725	Animalia	Chordata	Aves	Gruiformes	Rallidae	Rallus	aquaticus	Water rail	365	365								111.5	0.114	8.9	450	wild	medium	acceptable						450,729,732,820
00726	Animalia	Chordata	Aves	Gruiformes	Rallidae	Rallus	longirostris	Clapper rail	365	365	22		10	2				308		7.5	576	wild	medium	acceptable						444,445,576
00727	Animalia	Chordata	Aves	Musophagiformes	Musophagidae	Tauraco	leucotis	White-cheeked turaco										265		12.4	575	captivity	medium	acceptable						575,820
00728	Animalia	Chordata	Aves	Otidiformes	Otididae	Chlamydotis	undulata	Houbara bustard	545									1555				unknown	medium	low						820,1308
00729	Animalia	Chordata	Aves	Otidiformes	Otididae	Otis	tarda	Great bustard	1636									7895.5	0.047	28.3	575	captivity	medium	acceptable						575,732,820,1308
00730	Animalia	Chordata	Aves	Passeriformes	Acanthizidae	Acanthiza	chrysorrhoa	Yellow-rumped thornbill										9.375		13.1	1305	wild	large	acceptable						1305,1308
00731	Animalia	Chordata	Aves	Passeriformes	Acanthizidae	Acanthiza	ewingii	Tasmanian thornbill										6.95		7.7	1305	wild	medium	acceptable						1305,1308
00732	Animalia	Chordata	Aves	Passeriformes	Acanthizidae	Acanthiza	inornata	Western thornbill										7		8.9	1305	wild	small	acceptable						1305,1308
00733	Animalia	Chordata	Aves	Passeriformes	Acanthizidae	Acanthiza	katherina	Mountain thornbill										6.85		15	1305	wild	small	acceptable						1305,1308
00734	Animalia	Chordata	Aves	Passeriformes	Acanthizidae	Acanthiza	lineata	Striated thornbill										7.1		23.5	1305	wild	large	acceptable						1305,1308
00735	Animalia	Chordata	Aves	Passeriformes	Acanthizidae	Acanthiza	nana	Yellow thornbill										6.35		13.8	1305	wild	medium	acceptable						1305,1308
00736	Animalia	Chordata	Aves	Passeriformes	Acanthizidae	Acanthiza	pusilla	Brown thornbill										7.6		17.6	1305	wild	large	acceptable						1305,1308
00737	Animalia	Chordata	Aves	Passeriformes	Acanthizidae	Acanthiza	reguloides	Buff-rumped thornbill										7.7		9.5	1305	wild	medium	acceptable						1305,1308
00738	Animalia	Chordata	Aves	Passeriformes	Acanthizidae	Acanthiza	uropygialis	Chestnut-rumped thornbill										6.35		7	1305	wild	medium	acceptable						1305,1308
00739	Animalia	Chordata	Aves	Passeriformes	Acanthizidae	Aphelocephala	leucopsis	Southern whiteface										12.35		14.3	1305	wild	medium	acceptable						1305,1308
00740	Animalia	Chordata	Aves	Passeriformes	Acanthizidae	Gerygone	fusca	Western gerygone										5.4		6.5	1305	wild	medium	acceptable						1305,1308
00741	Animalia	Chordata	Aves	Passeriformes	Acanthizidae	Gerygone	levigaster	Mangrove gerygone										6.2		5.5	1305	wild	small	acceptable						1305,1308
00742	Animalia	Chordata	Aves	Passeriformes	Acanthizidae	Gerygone	magnirostris	Large-billed gerygone										6.8		4.1	1305	wild	small	acceptable						1305,1308
00743	Animalia	Chordata	Aves	Passeriformes	Acanthizidae	Gerygone	mouki	Brown gerygone										5.25		8.9	1305	wild	small	acceptable						1305,1308
00744	Animalia	Chordata	Aves	Passeriformes	Acanthizidae	Gerygone	palpebrosa	Fairy gerygone										7.475		4	1305	wild	tiny	acceptable						1305,1308
00745	Animalia	Chordata	Aves	Passeriformes	Acanthizidae	Gerygone	tenebrosa	Dusky gerygone										7.85		10.6	1305	wild	medium	acceptable						1305,1308
00746	Animalia	Chordata	Aves	Passeriformes	Acanthizidae	Oreoscopus	gutturalis	Fernwren										20		4	1305	wild	small	acceptable						1305,1308
00747	Animalia	Chordata	Aves	Passeriformes	Acanthizidae	Origma	solitaria	Rockwarbler										14.35		7	1305	wild	small	acceptable						1305,1308
00748	Animalia	Chordata	Aves	Passeriformes	Acanthizidae	Pycnoptilus	floccosus	Pilotbird										31.4		6.5	1305	wild	small	acceptable						1305,1308
00749	Animalia	Chordata	Aves	Passeriformes	Acanthizidae	Pyrrholaemus	brunneus	Redthroat										12.5		9	1305	wild	small	acceptable						1305,1308
00750	Animalia	Chordata	Aves	Passeriformes	Acanthizidae	Sericornis	citreogularis	Yellow-throated scrubwren										17.4		15.6	1305	wild	medium	acceptable						1305,1308
00751	Animalia	Chordata	Aves	Passeriformes	Acanthizidae	Sericornis	frontalis	White-browed scrubwren	365	365								13.4		17.6	958	wild	large	acceptable						820,958
00752	Animalia	Chordata	Aves	Passeriformes	Acanthizidae	Sericornis	keri	Atherton scrubwren										11.4				unknown	medium	low						1305,1308
00753	Animalia	Chordata	Aves	Passeriformes	Acanthizidae	Smicrornis	brevirostris	Weebill										5.35		7.4	1305	wild	medium	acceptable						1305,1308
00754	Animalia	Chordata	Aves	Passeriformes	Acrocephalidae	Acrocephalus	arundinaceus	Great reed-warbler	365	365								30		10.1	450	wild	medium	acceptable			0.257	21.9		435,450,729,820
00755	Animalia	Chordata	Aves	Passeriformes	Acrocephalidae	Acrocephalus	australis	Australian reed warbler										24.2		7.1	1305	wild	medium	acceptable						1305,1308
00756	Animalia	Chordata	Aves	Passeriformes	Acrocephalidae	Acrocephalus	dumetorum	Blyth's reed-warbler										11.2		8	0450	wild	medium	acceptable						450,820
00757	Animalia	Chordata	Aves	Passeriformes	Acrocephalidae	Acrocephalus	familiaris	Millerbird										18.3				unknown	small	low						578,820
00758	Animalia	Chordata	Aves	Passeriformes	Acrocephalidae	Acrocephalus	melanopogon	Moustached warbler	365	365								10.9		11.2	450	wild	medium	acceptable						450,729,820
00759	Animalia	Chordata	Aves	Passeriformes	Acrocephalidae	Acrocephalus	palustris	Marsh warbler	365	365								11.5		9.8	729	wild	medium	acceptable			0.203	10.8		510,729,820
00760	Animalia	Chordata	Aves	Passeriformes	Acrocephalidae	Acrocephalus	schoenobaenus	Sedge warbler	365	365								11.8		11.8	450	wild	medium	acceptable			0.218	11.5		450,510,729,820
00761	Animalia	Chordata	Aves	Passeriformes	Acrocephalidae	Acrocephalus	scirpaceus	Eurasian reed-warbler	365	365								12.3	0.536	16.9	0450	wild	large	acceptable						450,729,732,820
00762	Animalia	Chordata	Aves	Passeriformes	Acrocephalidae	Acrocephalus	sechellensis	Seychelles warbler										15.9		17	1133	wild	medium	acceptable						48,748,788,803,820,1133,1143,1205
00763	Animalia	Chordata	Aves	Passeriformes	Acrocephalidae	Acrocephalus	stentoreus	Clamorous reed warbler, or Indian great reed warbler										24.2		10.6	450	wild	medium	acceptable						450,820
00764	Animalia	Chordata	Aves	Passeriformes	Acrocephalidae	Hippolais	icterina	Icterine warbler	365	365								13.2		10.8	450	wild	medium	acceptable			0.252	12.5		450,510,729,820
00765	Animalia	Chordata	Aves	Passeriformes	Acrocephalidae	Hippolais	polyglotta	Melodious warbler	365	365								11		8.9	450	wild	medium	acceptable						450,729,820
00766	Animalia	Chordata	Aves	Passeriformes	Acrocephalidae	Iduna	pallida	Eastern olivaceous warbler, or Olivaceous warbler	365	365								9		7.9	450	wild	medium	acceptable						450,729,820
00767	Animalia	Chordata	Aves	Passeriformes	Aegithalidae	Aegithalos	caudatus	Long-tailed tit	365	365								8.6		11.1	450	wild	medium	acceptable			0.199	8.9		450,510,729,820
00768	Animalia	Chordata	Aves	Passeriformes	Aegithalidae	Psaltriparus	minimus	Bushtit	365	365	12		6	2				5.3		9.1	427	wild	small	acceptable			0.122375	5.5		427,435,444,445,820
00769	Animalia	Chordata	Aves	Passeriformes	Alaudidae	Alauda	arvensis	Eurasian skylark	365	365	11		3	1				37.5	0.605	10.1	450	wild	medium	acceptable			0.722	31.7		435,444,445,450,729,732
00770	Animalia	Chordata	Aves	Passeriformes	Alaudidae	Eremophila	alpestris	Horned lark	365	365	11		43	1.5		2.74		33.5	0.504	8	577	wild	medium	acceptable			0.3133	26		105,444,445,510,577,732,820
00771	Animalia	Chordata	Aves	Passeriformes	Alaudidae	Galerida	cristata	Crested lark	365	365								42.9		11.6	450	wild	medium	acceptable						450,729,820
00772	Animalia	Chordata	Aves	Passeriformes	Alaudidae	Lullula	arborea	Wood lark	365	365								26.9		6	553	wild	medium	acceptable			0.572	25.5		435,553,729,820
00773	Animalia	Chordata	Aves	Passeriformes	Artamidae	Artamus	cinereus	Black-faced woodswallow										35.6				unknown	small	low						1305,1308
