# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Apr 21 13:14:18 2025
#
# CONSTRAINT:  where (default_flag =1
# CONSTRAINT:  and disc_facility like '%TESS%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
TOI-2589 b,TOI-2589,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BRAHM_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230402139B/abstract target=ref>Brahm et al. 2023</a>,61.62770000000,0.00020000000,-0.00020000000,0,0.3000000000,0.0060000000,-0.0050000000,0,12.10569916,0.33626942,-0.33626942,0,1.08000000,0.03000000,-0.03000000,0,1112.39942450,31.78284070,-31.78284070,0,3.50000000,0.10000000,-0.10000000,0,Mass,0.522000,0.006000,-0.006000,0,,,,,592.00,7.00,-8.00,0,0,<a refstr=BRAHM_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230402139B/abstract target=ref>Brahm et al. 2023</a>,,5579.00,70.00,-70.00,0,1.070000,0.010000,-0.010000,0,0.930000,0.030000,-0.020000,0,0.1200,0.0400,-0.0400,0,[Fe/H],4.350000,0.020000,-0.010000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h09m57.16s,107.4881501,-37d13m51.41s,-37.2309480,200.27300000,0.83200000,-0.82600000,11.4150000,0.0120000,-0.0120000,9.6320000,0.0210000,-0.0210000,11.1958000,0.0005190,-0.0005190,2024-06-25,2023-04,2024-06-25
TOI-260 b,TOI-260,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HOBSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240606278H/abstract target=ref>Hobson et al. 2024</a>,13.47585300000,0.00001300000,-0.00001100000,0,0.0943000000,0.0016000000,-0.0016000000,0,1.71000000,0.08000000,-0.08000000,0,0.15255624,0.00713713,-0.00713713,0,4.23000000,1.60000000,-1.60000000,0,0.01330907,0.00503416,-0.00503416,0,Mass,0.000000,,,0,,,,,493.00,12.00,-12.00,0,0,<a refstr=HOBSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240606278H/abstract target=ref>Hobson et al. 2024</a>,K8 V,4026.00,14.00,-14.00,0,0.607000,0.014000,-0.014000,0,0.616000,0.032000,-0.032000,0,-0.4700,0.0300,-0.0300,0,[Fe/H],4.450000,0.050000,-0.050000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h19m05.52s,4.7730178,-09d57m58.14s,-9.9661505,20.18520000,0.02320000,-0.02310000,9.9000000,0.0300000,-0.0300000,6.5490000,0.0210000,-0.0210000,9.3124000,0.0004580,-0.0004580,2024-08-30,2024-06,2024-08-30
TOI-261.01,TOI-261,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,3.36392540000,,,0,0.0347921890,,,0,3.04498630,0.21149070,-0.21149070,0,0.27136114,0.01884749,-0.01884749,0,,,,,,,,,,,,,,874.7956,,,0,1722.49,,,0,0,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,,5890.30,,,0,1.280180,,,0,0.496728,,,0,,,,,,3.920000,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h00m52.35s,15.2181412,-24d25m26.38s,-24.4239934,114.49500000,0.55700000,-0.55200000,9.5600000,0.0300000,-0.0300000,8.1820000,0.0530000,-0.0530000,9.4232900,0.0001900,-0.0001900,2024-06-11,2024-05,2024-06-11
TOI-262 b,TOI-262,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,11.14529000000,0.00003000000,-0.00003000000,0,0.1630000000,0.0020000000,-0.0020000000,0,2.07000000,0.15000000,-0.15000000,0,0.18467335,0.01338213,-0.01338213,0,,,,,,,,,,,,,,,,,,584.00,45.00,-45.00,0,0,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,K0 V,5310.00,124.00,-124.00,0,0.853000,0.021000,-0.021000,0,0.913000,0.029000,-0.029000,0,0.2600,0.0700,-0.0700,0,[Fe/H],4.540000,0.280000,-0.280000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h10m08.32s,32.5346870,-31d04m14.26s,-31.0706272,43.93200000,0.11740000,-0.11680000,8.9100000,0.0300000,-0.0300000,6.9670000,0.0200000,-0.0200000,8.6685900,0.0002110,-0.0002110,2023-08-22,2023-03,2023-08-22
TOI-2641 b,TOI-2641,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PSARIDI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..39P/abstract target=ref>Psaridi et al. 2023</a>,4.88097400000,0.00002300000,-0.00003700000,0,0.0607000000,0.0042000000,-0.0043000000,0,18.10250383,5.17854908,-7.17374765,0,1.61500000,0.46200000,-0.64000000,0,122.68176510,6.99222495,-11.44182265,0,0.38600000,0.02200000,-0.03600000,0,Mass,0.180000,,,1,602.0000,103.0000,-110.0000,0,1387.00,22.00,-23.00,0,0,<a refstr=PSARIDI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..39P/abstract target=ref>Psaridi et al. 2023</a>,F9 V,6100.00,100.00,-100.00,0,1.336000,0.055000,-0.055000,0,1.160000,0.070000,-0.070000,0,-0.1500,0.0800,-0.0800,0,[Fe/H],4.200000,0.100000,-0.100000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h24m31.29s,171.1303716,-42d43m55.70s,-42.7321394,344.04500000,3.34200000,-3.27900000,11.6930000,0.0170000,-0.0170000,10.3250000,0.0210000,-0.0210000,11.5712000,0.0002890,-0.0002890,2023-07-25,2023-07,2023-07-25
TOI-2669 b,TOI-2669,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GRUNBLATT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..120G/abstract target=ref>Grunblatt et al. 2022</a>,6.20340000000,0.00010000000,-0.00010000000,0,,,,,19.72780603,1.79343691,-1.79343691,0,1.76000000,0.16000000,-0.16000000,0,193.87532827,60.38739733,-60.38739733,0,0.61000000,0.19000000,-0.19000000,0,Mass,0.090000,0.050000,-0.050000,0,,,,,,,,,0,<a refstr=GRUNBLATT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..120G/abstract target=ref>Grunblatt et al. 2022</a>,,4800.00,100.00,-100.00,0,4.100000,0.040000,-0.040000,0,1.190000,0.160000,-0.160000,0,0.1000,0.0600,-0.0600,0,[Fe/H],3.290000,0.070000,-0.070000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h58m53.43s,134.7226445,-13d18m45.29s,-13.3125792,393.44300000,6.45700000,-6.25600000,10.9160000,0.0150000,-0.0150000,8.4920000,0.0230000,-0.0230000,10.6019000,0.0002580,-0.0002580,2022-03-16,2022-03,2022-03-16
TOI-269 b,TOI-269,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=COINTEPAS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...650A.145C/abstract target=ref>Cointepas et al. 2021</a>,3.69771040000,0.00000370000,-0.00000370000,0,0.0345000000,0.0015000000,-0.0015000000,0,2.77000000,0.12000000,-0.12000000,0,0.24712327,0.01070570,-0.01070570,0,8.80000000,1.40000000,-1.40000000,0,0.02768790,0.00440489,-0.00440489,0,Mass,0.425000,0.082000,-0.086000,0,19.0000,4.0000,-3.3000,0,531.00,25.00,-25.00,0,0,<a refstr=COINTEPAS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...650A.145C/abstract target=ref>Cointepas et al. 2021</a>,M2 V,3514.00,70.00,-70.00,0,0.398000,0.012000,-0.012000,0,0.391700,0.009500,-0.009500,0,-0.2900,0.1200,-0.1200,0,[Fe/H],4.831000,0.029000,-0.029000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h03m23.11s,75.8462827,-54d10m39.80s,-54.1777213,57.02250000,0.07570000,-0.07560000,14.3700000,0.1140000,-0.1140000,10.1000000,0.0230000,-0.0230000,13.4258000,0.0003690,-0.0003690,2021-05-17,2021-06,2021-05-17
TOI-270 b,TOI-270,1,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=VAN_EYLEN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2154V/abstract target=ref>Van Eylen et al. 2021</a>,3.36015380000,0.00000480000,-0.00000480000,0,0.0319700000,0.0002200000,-0.0002200000,0,1.20600000,0.03900000,-0.03900000,0,0.10759230,0.00347935,-0.00347935,0,1.58000000,0.26000000,-0.26000000,0,0.00497124,0.00081805,-0.00081805,0,Mass,0.034000,0.025000,-0.025000,0,,,,,581.00,14.00,-14.00,0,0,<a refstr=VAN_EYLEN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2154V/abstract target=ref>Van Eylen et al. 2021</a>,M,3506.00,70.00,-70.00,0,0.378000,0.011000,-0.011000,0,0.386000,0.008000,-0.008000,0,-0.2000,0.1200,-0.1200,0,[Fe/H],4.872000,0.026000,-0.026000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h33m39.86s,68.4160804,-51d57m26.62s,-51.9573937,22.47930000,0.01355000,-0.01355000,12.6030000,0.0390000,-0.0390000,8.2510000,0.0290000,-0.0290000,11.6306000,0.0004760,-0.0004760,2021-08-03,2021-10,2021-08-03
TOI-270 c,TOI-270,1,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=VAN_EYLEN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2154V/abstract target=ref>Van Eylen et al. 2021</a>,5.66057310000,0.00000310000,-0.00000310000,0,0.0452600000,0.0003100000,-0.0003100000,0,2.35500000,0.06400000,-0.06400000,0,0.21009939,0.00570971,-0.00570971,0,6.15000000,0.37000000,-0.37000000,0,0.01935006,0.00116415,-0.00116415,0,Mass,0.027000,0.021000,-0.021000,0,,,,,488.00,12.00,-12.00,0,0,<a refstr=VAN_EYLEN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2154V/abstract target=ref>Van Eylen et al. 2021</a>,M,3506.00,70.00,-70.00,0,0.378000,0.011000,-0.011000,0,0.386000,0.008000,-0.008000,0,-0.2000,0.1200,-0.1200,0,[Fe/H],4.872000,0.026000,-0.026000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h33m39.86s,68.4160804,-51d57m26.62s,-51.9573937,22.47930000,0.01355000,-0.01355000,12.6030000,0.0390000,-0.0390000,8.2510000,0.0290000,-0.0290000,11.6306000,0.0004760,-0.0004760,2021-08-03,2021-10,2021-08-03
TOI-270 d,TOI-270,1,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=VAN_EYLEN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2154V/abstract target=ref>Van Eylen et al. 2021</a>,11.37957300000,0.00001300000,-0.00001300000,0,0.0721000000,0.0005000000,-0.0005000000,0,2.13300000,0.05800000,-0.05800000,0,0.19029384,0.00517442,-0.00517442,0,4.78000000,0.43000000,-0.43000000,0,0.01503956,0.00135293,-0.00135293,0,Mass,0.032000,0.023000,-0.023000,0,,,,,387.00,10.00,-10.00,0,0,<a refstr=VAN_EYLEN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2154V/abstract target=ref>Van Eylen et al. 2021</a>,M,3506.00,70.00,-70.00,0,0.378000,0.011000,-0.011000,0,0.386000,0.008000,-0.008000,0,-0.2000,0.1200,-0.1200,0,[Fe/H],4.872000,0.026000,-0.026000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h33m39.86s,68.4160804,-51d57m26.62s,-51.9573937,22.47930000,0.01355000,-0.01355000,12.6030000,0.0390000,-0.0390000,8.2510000,0.0290000,-0.0290000,11.6306000,0.0004760,-0.0004760,2021-08-03,2021-10,2021-08-03
TOI-2714 b,TOI-2714,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MANTOVAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240907520M/abstract target=ref>Mantovan et al. 2024</a>,2.49938700000,0.00000400000,-0.00000400000,0,0.0360000000,0.0020000000,-0.0020000000,0,13.72000000,0.70000000,-0.67000000,0,1.22401852,0.06244992,-0.05977350,0,228.00000000,33.00000000,-32.00000000,0,0.71736822,0.10382961,-0.10068326,0,Mass,0.164000,,,1,,,,,1603.00,65.00,-65.00,0,0,<a refstr=MANTOVAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240907520M/abstract target=ref>Mantovan et al. 2024</a>,,5665.00,115.00,-115.00,0,1.250000,0.054000,-0.054000,0,1.070000,0.060000,-0.060000,0,0.3000,0.1100,-0.1100,0,[Fe/H],4.250000,0.270000,-0.270000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h05m36.30s,61.4012482,-14d55m36.28s,-14.9267458,597.87300000,7.88600000,-7.68600000,13.4680000,0.1600000,-0.1600000,11.8070000,0.0250000,-0.0250000,13.2544000,0.0002410,-0.0002410,2024-10-03,2024-09,2024-10-03
TOI-2768 b,TOI-2768,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PEL_AMP_AACUTE_EZ_TORRES_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A..62P/abstract target=ref>Pel&aacute;ez-Torres et al. 2024</a>,1.50801000000,0.00000600000,-0.00000600000,0,0.0270000000,0.0019000000,-0.0046000000,0,2.63000000,0.45000000,-0.44000000,0,0.23463329,0.04014638,-0.03925424,0,,,,,,,,,,,,,,,,,,855.00,,,0,0,<a refstr=PEL_AMP_AACUTE_EZ_TORRES_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A..62P/abstract target=ref>Pel&aacute;ez-Torres et al. 2024</a>,M,4008.00,130.39,-130.39,0,0.657000,0.069000,-0.069000,0,0.630000,0.079000,-0.079000,0,,,,,,4.500000,,,-1,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h37m27.39s,99.3641336,-15d28m52.33s,-15.4812031,78.45250000,0.18870000,-0.18790000,12.6600000,0.0690000,-0.0690000,9.3690000,0.0210000,-0.0210000,12.2000000,0.0002920,-0.0002920,2024-10-22,2024-10,2024-10-22
TOI-277 b,TOI-277,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MAGLIANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.3168M/abstract target=ref>Magliano et al. 2022</a>,3.99400000000,0.00040000000,-0.00040000000,0,0.0269000000,0.0011000000,-0.0011000000,0,2.65000000,0.18000000,-0.18000000,0,0.23641757,0.01605855,-0.01605855,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MAGLIANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.3168M/abstract target=ref>Magliano et al. 2022</a>,,4031.00,21.00,-23.00,0,0.362000,0.008000,-0.004000,0,0.160000,0.010000,-0.010000,0,-0.0100,0.0700,-0.0900,0,[Fe/H],4.580000,0.100000,-0.130000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h16m18.41s,19.0766985,-20d57m11.80s,-20.9532772,64.66920000,0.13825000,-0.13825000,13.6320000,0.0210000,-0.0210000,9.5570000,0.0230000,-0.0230000,12.7896000,0.0007030,-0.0007030,2022-11-29,2022-11,2022-11-29
TOI-2796 b,TOI-2796,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,4.80849830000,0.00000570000,-0.00000560000,0,0.0569000000,0.0010000000,-0.0011000000,0,17.26183028,,,-1,1.54000000,,,-1,139.84449908,31.78284070,-34.96112477,0,0.44000000,0.10000000,-0.11000000,0,Mass,0.000000,,,0,352.0000,21.0000,-20.0000,0,1205.00,18.00,-17.00,0,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,5764.00,81.00,-78.00,0,1.069000,0.024000,-0.024000,0,1.063000,0.057000,-0.062000,0,0.2390,0.0760,-0.0790,0,[Fe/H],4.400000,0.030000,-0.030000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h36m36.65s,84.1527191,+00d53m46.60s,0.8962788,350.34300000,6.01800000,-5.82100000,12.4750000,0.0800000,-0.0800000,10.9360000,0.0230000,-0.0230000,12.3642000,0.0002730,-0.0002730,2023-02-27,2023-03,2023-02-27
TOI-2803 A b,TOI-2803 A,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,1.96229325000,0.00000082000,-0.00000082000,0,0.0318500000,0.0005200000,-0.0005200000,0,18.11371281,0.38110534,-0.35868738,0,1.61600000,0.03400000,-0.03200000,0,309.88269682,26.37975778,-22.24798849,0,0.97500000,0.08300000,-0.07000000,0,Mass,0.000000,,,0,2150.0000,132.0000,-125.0000,0,1893.00,29.00,-28.00,0,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,6280.00,99.00,-96.00,0,1.245000,0.022000,-0.021000,0,1.118000,0.056000,-0.054000,0,-0.1050,0.0680,-0.0720,0,[Fe/H],4.298000,0.011000,-0.015000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h12m27.54s,93.1147397,-23d29m32.98s,-23.4924956,494.81800000,6.64700000,-6.47700000,12.5370000,0.0690000,-0.0690000,11.2820000,0.0250000,-0.0250000,12.4272000,0.0001550,-0.0001550,2023-02-27,2023-03,2023-02-27
